symbol,fiscalDateEnding,reportedCurrency,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
MHK,31/12/21,USD,1309119000,542219000,None,440013000,586073000,591711000,676120000,-207047000,519229000,1033548000,-556754000,-1232225000,0,900334000,0,None,None,None,None,None,None,None,0,None,-479860000,None,1033159000,14224517000,5238357000,268895000,591895000,2391672000,1839985000,9034242000,4636865000,4613722000,3507889000,899980000,2607909000,None,None,323000000,20156000,451439000,5796301000,2946355000,1228621000,65744000,634063000,833371000,2888336000,38390000,2333402000,624503000,1700282000,2333402000,2112984000,356753000,8421425000,215547000,7692064000,729000,72952000,3268734000,11133243000,9923275000,7931879000,1335011000,1933723000,None,1996858000,None,-57252000,-57252000,57252000,11188853000,12321000,558818000,38473000,1289604000,256445000,57252000,1033548000,761352000,1346856000,1385329000,Common Stock,Mohawk Industries Inc,"Mohawk Industries is an American flooring manufacturer based in Calhoun, Georgia, United States. Mohawk produces floor covering products for residential and commercial applications in North America and residential applications in Europe.",851968,NYSE,USD,USA,MANUFACTURING,CARPETS & RUGS,"160 S INDUSTRIAL BLVD, PO BOX 12069, CALHOUN, GA, US",December,31/12/21,9771753000,1932743000,2.892,0.932,125.4,0,0,49.9,162.68,0.0922,0.119,0.0585,0.122,11200613000,3268734000,49.9,-0.196,0.045,183.8,2.892,9.68,0.872,1.192,1.087,9.04,1.522,231.8,132.02,162.97,183.59,67732000,None,None
TAP,31/12/21,USD,1573500000,317500000,None,285500000,281500000,792800000,522600000,137600000,143900000,1008500000,-509900000,-1172200000,None,None,None,None,147800000,147000000,None,None,None,None,4600000,None,-108600000,None,1005700000,27619000000,2778700000,637400000,637400000,804700000,676400000,17944200000,-3507200000,3507200000,19439400000,13286800000,6152600000,None,None,None,457200000,1208500000,13954900000,3622200000,2098100000,0,514900000,6900000,10483100000,62600000,7155200000,508000000,6647200000,7138600000,3108000000,326500000,13417100000,471400000,7401500000,2100000,217100000,4053400000,22469300000,9565000000,6226300000,1454400000,2554500000,None,3385100000,2000000,-260300000,-265700000,260300000,22729600000,-3500000,568100000,786100000,1236200000,230500000,260300000,1008500000,1167500000,1496500000,2282600000,Common Stock,Molson Coors Beverage Company,"The Molson Coors Beverage Company, commonly known as Molson Coors, is a multinational drink and brewing company headquartered in Chicago in the United States.",24545,NYSE,USD,USA,MANUFACTURING,MALT BEVERAGES,"P.O. BOX 4030, NH353, GOLDEN, CO, US",December,31/12/21,11513222000,2331400000,0.863,1.434,61.86,0,0.014,61.32,626.81,0.0978,0.15,0.0352,0.0767,10279700000,4053400000,61.32,0.316,0.142,55.39,0.863,11.65,1.12,0.799,1.685,7.58,1.01,60.56,42.13,48.16,49.47,200585000,15/12/21,4/3/22
MDLZ,31/12/21,USD,4141000000,1793000000,172000000,200000000,536000000,906000000,965000000,197000000,170000000,4314000000,-26000000,-4069000000,None,2110000000,2110000000,None,1826000000,1826000000,None,None,5921000000,None,-1904000000,None,-97000000,-143000000,4300000000,67092000000,10342000000,3546000000,3546000000,2708000000,3188000000,48325000000,9271000000,None,40269000000,18291000000,21978000000,5289000000,5289000000,None,900000000,371000000,38769000000,14008000000,6730000000,None,1962000000,216000000,24761000000,157000000,17550000000,1664000000,None,145000000,2397000000,2326000000,28269000000,24010000000,30806000000,0,1394000000,11254000000,28720000000,17466000000,17466000000,4653000000,6263000000,347000000,7935000000,None,-372000000,None,372000000,-110000000,-447000000,683000000,1113000000,5490000000,1190000000,482000000,3572000000,4366000000,4653000000,6975000000,Common Stock,Mondelez International Inc,"Mondelez International, Inc. is an American multinational confectionery, food, holding and beverage and snack food company based in Chicago, Illinois.",1103982,NASDAQ,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,"THREE PARKWAY NORTH, DEERFIELD, IL, US",December,31/12/21,92684911000,6107000000,21.96,3.571,20.31,1.33,0.0211,3.04,20.47,0.15,0.174,0.0463,0.154,28720001000,11254000000,3.04,-0.121,0.049,73.59,21.96,21.55,3.227,3.241,3.762,18.48,0.717,69.47,51.78,66.53,63.09,1388330000,14/4/22,30/3/22
MPWR,31/12/20,USD,320010000,2315000,None,83970000,155610000,28699000,95238000,37976000,102323000,242023000,-378886000,-90206000,None,None,None,None,109364000,109364000,None,None,None,None,21992000,None,-149082000,None,164375000,1208491000,841998000,334944000,595113000,157062000,68757000,421559000,281528000,143149000,6571000,None,6571000,297365000,2861000,260169000,22980000,59838000,241904000,146969000,38169000,7238000,None,None,143244000,3099000,None,None,None,3099000,101562000,57873000,966587000,None,298746000,657701000,45267000,465954000,844452000,378498000,378498000,158882000,161670000,137598000,307072000,None,9327000,9327000,None,843088000,884000,18900000,19186000,169342000,4967000,None,164375000,179991000,158882000,188528000,Common Stock,Monolithic Power Systems Inc,"Monolithic Power Systems, Inc. is an American, publicly traded company headquartered in Kirkland, Washington. The company provides power circuits for systems found in cloud computing, telecom infrastructures, automotive, industrial applications and consumer applications.",1280452,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"5808 LAKE WASHINGTON BLVD. NE, KIRKLAND, WA, US",December,31/12/21,21344369000,300373000,91.37,2.074,26.89,2.4,0.007,5.05,26.34,0.2,0.226,0.122,0.219,1207798000,685459000,5.05,0.66,0.444,568.11,91.37,47.62,17.67,17.01,16.91,76.01,0.956,579.3,299.77,443.98,449.62,46256000,15/4/22,30/3/22
MNST,31/12/20,USD,1364163000,359574000,None,55154000,240087000,60973000,67272000,120058000,-30304000,1409594000,-472487000,-526068000,-3086000,595918000,595918000,None,None,None,None,72936000,None,None,-522982000,None,382456000,16848000,1409594000,6202716000,3140955000,1180413000,2061767000,333085000,666012000,3086635000,314656000,204754000,2390689000,1059046000,1331643000,925645000,44291000,881354000,80091000,70475000,1041856000,749988000,296800000,619765000,None,274000,291868000,None,None,None,None,None,407485000,27432000,5160860000,5815423000,6432074000,3193000,528097000,2723880000,4587749000,2357084000,1874758000,1633153000,416000000,None,1090727000,None,-39000,None,39000,4587788000,-6996000,None,57626000,1626157000,216563000,39000,1409594000,1445015000,1633153000,1683822000,Common Stock,Monster Beverage Corporation,"Monster Beverage Corporation is an American beverage company that manufactures energy drinks including Monster Energy, Relentless and Burn.",865752,NASDAQ,USD,USA,MANUFACTURING,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,"1 MONSTER WAY, CORONA, CA, US",December,30/9/21,42018931000,1842898000,27.77,3.216,11.8,0,0,2.86,10.05,0.288,0.336,0.17,0.281,5312591000,2723880000,2.86,-0.031,0.132,104.16,27.77,27.86,7.91,6.89,7.92,22.85,1.137,99.89,76.37,89.15,91.12,529139000,None,None
MCO,31/12/21,USD,2005000000,1045000000,None,173000000,295000000,257000000,139000000,257000000,None,2214000000,-2619000000,-122000000,1172000000,750000000,750000000,None,468000000,463000000,None,None,None,None,-688000000,None,-736000000,None,2214000000,14680000000,4011000000,1811000000,1902000000,None,1720000000,11089000000,347000000,1010000000,8466000000,2467000000,5999000000,514000000,89000000,91000000,389000000,1034000000,11764000000,2496000000,47000000,2670000000,None,7413000000,2178000000,560000000,7413000000,None,None,7413000000,-4917000000,438000000,2727000000,10513000000,12762000000,3000,185800000,4424000000,6061000000,1637000000,1637000000,2844000000,1480000000,None,1758000000,None,-185000000,-117000000,185000000,6240000000,82000000,99000000,257000000,2755000000,541000000,198000000,2214000000,2236000000,2844000000,3197000000,Common Stock,Moody's Corporation,"Moody's Corporation, often referred to as Moody's, is an American business and financial services company. It is the holding company for Moody's Investors Service (MIS), an American credit rating agency, and Moody's Analytics (MA), an American provider of financial analysis software and services.",1059556,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES","7 WORLD TRADE CENTER, AT 250 GREENWICH STREET, NEW YORK, NY, US",December,31/12/21,59949240000,3116000000,27.48,2.291,14.69,2.48,0.0088,11.78,33.36,0.356,0.46,0.132,0.946,6218000000,4581000000,11.78,0.367,0.193,404.53,27.48,25.64,9.64,20.6,9.44,18.27,1.203,406.39,273.96,357.83,367.6,185200000,18/3/22,24/2/22
MS,31/12/21,USD,33971000000,2182000000,None,23927000000,7473000000,612000000,None,-774000000,None,15120000000,-49897000000,41547000000,None,None,None,None,4171000000,4171000000,None,None,None,1275000000,1275000000,None,25621000000,None,15034000000,1.18814E+12,1.41557E+11,1.27725E+11,1.27725E+11,None,None,29461000000,None,None,25193000000,8360000000,16833000000,4.95005E+11,None,41407000000,None,None,1.08154E+12,74487000000,None,None,62188000000,5764000000,None,None,2.27363E+11,None,None,2.33127E+11,None,None,1.05441E+11,17500000000,89432000000,20000000,1772000000,25295000000,61121000000,40035000000,4707000000,7076000000,10505000000,None,18219000000,None,8045000000,9411000000,1366000000,51710000000,None,None,4216000000,19582000000,4548000000,1366000000,15120000000,13894000000,20948000000,25164000000,Common Stock,Morgan Stanley,"Morgan Stanley is an American multinational investment bank and financial services company headquartered at 1585 Broadway in the Morgan Stanley Building, Midtown Manhattan, New York City.",895421,NYSE,USD,USA,FINANCE,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES","1585 BROADWAY, NEW YORK, NY, US",December,31/12/21,1.70021E+11,None,11.52,3.908,54.56,2.45,0.0299,8.03,33.48,0.252,0.393,0.0138,-99999.99,59755000000,53295000000,8.03,0.111,0.065,112.33,11.43,12.5,2.723,1.723,-,-,1.451,109.73,74.61,100.65,97.89,1772000000,15/2/22,28/1/22
MSI,31/12/21,USD,1837000000,352000000,None,None,284000000,438000000,243000000,None,284000000,1250000000,-742000000,-429000000,None,528000000,0,None,487000000,482000000,None,102000000,None,None,0,None,666000000,None,1245000000,12189000000,5412000000,1874000000,1943000000,788000000,1406000000,7307000000,1042000000,1876000000,3670000000,1105000000,2565000000,73000000,209000000,69000000,259000000,558000000,14791000000,4063000000,851000000,1956000000,9000000,5000000,10028000000,0,7623000000,5000000,5688000000,7623000000,2809000000,2148000000,-263000000,None,1350000000,2000000,168700000,4040000000,7942000000,5762000000,4131000000,1667000000,1353000000,734000000,2654000000,7000000,-215000000,-199000000,215000000,8150000000,92000000,202000000,246000000,1547000000,302000000,215000000,1250000000,1312000000,1762000000,2008000000,Common Stock,Motorola Solutions Inc,"Motorola Solutions, Inc., is an American data communications and telecommunications equipment provider that succeeded Motorola, Inc., following the spinoff of the mobile phone division into Motorola Mobility in 2011. The company is headquartered in Chicago, Illinois.",68505,NYSE,USD,USA,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,"500 W. MONROE ST., CHICAGO, IL, US",December,31/12/21,37443322000,2522000000,31.05,1.979,-5.88,2.92,0.0152,7.17,48.29,0.152,0.255,0.113,0,8171000000,4048000000,7.17,-0.032,0.021,269.89,31.05,22.12,4.582,-,5,18.6,0.838,273.65,171.5,243.67,234.87,168209000,14/4/22,14/3/22
MSCI,31/12/21,USD,936069000,182307000,None,203577000,123624000,28901000,52794000,99203000,None,725983000,-1035713000,229505000,None,198374000,198374000,None,302449000,302449000,None,None,1803750000,None,-198374000,None,129861000,None,725983000,5506703000,2143410000,1421449000,1421449000,None,664511000,3363293000,66715000,186043000,2829727000,593341000,2236386000,218763000,218763000,None,-1421447521,63385000,5670170000,1250937000,13448000,824912000,None,None,4419233000,150029000,4161422000,None,4161422000,4161422000,-824910762.5,104132000,-163.47,4540144000,2976517000,1332000,82439449,986088000,1824827000,358684000,358684000,1072725000,391078000,111564000,591619000,1497000,-159614000,1497000,159614000,1984441000,-56472000,28900000,80592000,858136000,132153000,218717000,725983000,726047000,1017750000,1098342000,Common Stock,MSCI Inc,"MSCI Inc. (formerly Morgan Stanley Capital International and MSCI Barra), is an American finance company headquartered in New York City and serving as a global provider of equity, fixed income, hedge fund stock market indexes, multi-asset portfolio analysis tools and ESG products. It publishes the MSCI BRIC, MSCI World and MSCI EAFE Indexes.",1408198,NYSE,USD,USA,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC","7 WORLD TRADE CENTER, 250 GREENWICH STREET, 49TH FLOOR, NEW YORK, NY, US",December,31/12/21,41707655000,1172806000,58.99,3.471,-2.737,3.64,0.0077,8.7,24.77,0.355,0.539,0.142,0,2043544000,1684860000,8.7,0.247,0.239,641.89,58.99,46.3,20.41,-,22.37,39.69,1.005,678.55,397.27,552.95,579.83,81268000,28/2/22,17/2/22
NDAQ,31/12/21,USD,1083000000,195000000,None,-189000000,146000000,108000000,163000000,6000000,None,1187000000,-2653000000,1418000000,4499000000,None,None,None,350000000,350000000,None,None,826000000,None,1000000,None,-152000000,None,1187000000,20115000000,7423000000,393000000,601000000,None,588000000,13057000000,509000000,514000000,11246000000,2813000000,8433000000,571000000,363000000,208000000,294000000,571000000,13710000000,7872000000,None,777000000,1018000000,1018000000,5838000000,386000000,4812000000,1018000000,4812000000,5830000000,115000000,234000000,6395000000,437000000,6465000000,2000000,166679635,3420000000,5886000000,2466000000,3404000000,1441000000,142000000,None,1979000000,1000000,-125000000,1000000,125000000,5937000000,81000000,None,278000000,1534000000,347000000,158000000,1187000000,968000000,1659000000,1937000000,Common Stock,Nasdaq Inc,"Nasdaq, Inc. is an American multinational financial services corporation that owns and operates stock exchanges in the United States and Europe. It is headquartered in New York City.",1120193,NASDAQ,USD,USA,FINANCE,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","151 W. 42ND STREET, NEW YORK, NY, US",December,31/12/21,28882584000,1885667000,24.5,2.136,38.27,2.11,0.0128,7.05,35.48,0.202,0.276,0.0533,0.185,5886000000,3420000000,7.05,0.142,0.003,213.13,24.5,22.47,4.907,4.486,5.83,17.71,0.895,214.37,133.95,186.85,188.95,167222000,25/3/22,10/3/22
NTAP,30/4/21,USD,1333000000,156000000,None,252000000,-33000000,158000000,162000000,-62000000,-31000000,730000000,21000000,444000000,-420000000,125000000,125000000,None,427000000,427000000,None,None,None,None,-27000000,None,1798000000,None,730000000,9360000000,6001000000,4529000000,4596000000,114000000,945000000,3843000000,525000000,1273000000,2140000000,101000000,2039000000,128000000,None,67000000,346000000,694000000,8675000000,3452000000,420000000,8006000000,None,0,5815000000,120000000,2632000000,None,2632000000,2632000000,921000000,650000000,685000000,None,211000000,504000000,222000000,3815000000,5670000000,4195000000,1929000000,1031000000,2001000000,881000000,2784000000,9000000,-74000000,9000000,74000000,5744000000,-4000000,None,207000000,962000000,232000000,74000000,730000000,742000000,1036000000,1243000000,Common Stock,NetApp Inc,"NetApp, Inc. is an American hybrid cloud data services and data management company headquartered in Sunnyvale, California. Founded in 1992 with an IPO in 1995, NetApp offers cloud data services for management of applications and data both online and physically.",1002047,NASDAQ,USD,USA,TECHNOLOGY,COMPUTER STORAGE DEVICES,"1395 CROSSMAN AVENUE, SUNNYVALE, CA, US",April,31/1/22,17813359000,1357000000,18.14,0.816,3.955,0.48,0.0238,4.418,27.8,0.163,0.195,0.083,1.488,6193000000,3815000000,4.418,0.375,0.098,98.11,18.14,13.79,2.876,19.98,2.593,10.38,1.204,96.82,57.46,89.6,86.38,222278000,26/1/22,6/1/22
NFLX,31/12/21,USD,392610000,1272697000,None,416803000,369681000,208412000,524585000,None,None,5116228000,-1339853000,-1149776000,None,600022000,600022000,None,None,None,None,174414000,None,None,-251608000,None,-2097019000,None,5116228000,44584663000,8069825000,6027804000,6027804000,None,913883000,8041872000,1323453000,616306000,30919539000,30919539000,None,None,None,None,2042021000,4271846000,28735415000,8488966000,837483000,1209342000,699823000,699823000,19560722000,None,15301000000,699823000,14693072000,16000823000,5742318000,2459164000,15849248000,824190000,12689372000,4024561000,443963107,12365161000,29697844000,17332683000,17332683000,6194509000,5565767000,2273885000,5565767000,None,-765620000,411214000,765620000,430661000,411214000,None,12438779000,5840103000,723875000,765620000,5116228000,5031335000,6605723000,19044502000,Common Stock,Netflix Inc,"Netflix, Inc. is an American over-the-top content platform and production company headquartered in Los Gatos, California. Netflix was founded in 1997 by Reed Hastings and Marc Randolph in Scotts Valley, California. The company's primary business is a subscription-based streaming service offering online streaming from a library of films and television series, including those produced in-house.",1065280,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-VIDEO TAPE RENTAL,"100 WINCHESTER CIRCLE, ., LOS GATOS, CA, US",December,31/12/21,1.73501E+11,6402921000,34.77,1.809,35.7,0,0,11.24,67.02,0.172,0.209,0.0923,0.38,29697843000,12365161000,11.24,0.127,0.16,507.22,34.77,35.21,5.84,10.96,6.16,9.61,0.958,700.99,351.46,488.94,551.08,443963000,None,None
NWL,31/12/21,USD,884000000,450000000,None,183000000,266000000,325000000,289000000,-130000000,396000000,613000000,-268000000,-1143000000,0,None,None,None,394000000,394000000,None,None,0,None,-28000000,None,-527000000,None,572000000,14179000000,4262000000,440000000,451000000,1997000000,1500000000,8718000000,1762000000,None,6874000000,3370000000,3504000000,None,None,11000000,325000000,467000000,10088000000,3317000000,1680000000,None,3000000,3000000,6773000000,2000000,4898000000,3000000,4883000000,4886000000,1364000000,983000000,4091000000,609000000,-2602000000,450000000,425600000,3296000000,10336000000,9683000000,7293000000,946000000,2274000000,153000000,2543000000,None,-256000000,None,256000000,10592000000,8000000,None,4000000,693000000,121000000,261000000,572000000,568000000,949000000,953000000,Common Stock,Newell Brands Inc,"Newell Brands is an American worldwide manufacturer, marketer and distributor of consumer and commercial products with a portfolio of brands.",814453,NASDAQ,USD,USA,MANUFACTURING,"PLASTICS PRODUCTS, NEC","6655 PEACHTREE DUNWOODY ROAD, ATLANTA, GE",December,31/12/21,10246040000,1377000000,17.97,1.42,9.62,0.92,0.0377,1.34,24.9,0.054,0.0994,0.0455,0.143,10589000000,3318000000,1.34,-0.244,0.043,28.91,17.97,12.76,0.968,2.54,1.46,12.13,0.891,29.28,20.36,23.07,24.62,425500000,15/3/22,25/2/22
NEM,31/12/21,USD,4279000000,400000000,None,-583000000,-42000000,2323000000,1653000000,-142000000,136000000,233000000,-1868000000,-2958000000,None,525000000,525000000,None,1757000000,1757000000,None,None,992000000,None,-525000000,None,-547000000,None,1166000000,40564000000,7696000000,4992000000,5074000000,132000000,337000000,10047000000,2309000000,None,2771000000,None,2771000000,None,3243000000,82000000,498000000,686000000,18703000000,2654000000,518000000,None,87000000,106000000,15189000000,None,5711000000,87000000,5565000000,5711000000,1173000000,608000000,22022000000,200000000,3098000000,1276000000,792000000,5679000000,12171000000,6492000000,5435000000,4494000000,259000000,154000000,1185000000,18000000,-74000000,None,74000000,12245000000,-87000000,None,85000000,2264000000,1098000000,74000000,1109000000,1249000000,2338000000,2423000000,Common Stock,Newmont Corporation,"Newmont Corporation, based in Greenwood Village, Colorado, United States, is one of the largest gold mining companies in the world.",1164727,NYSE,USD,USA,ENERGY & TRANSPORTATION,GOLD AND SILVER ORES,"6363 SOUTH FIDDLERS GREEN CIRCLE, GREENWOOD VILLAGE, CO, US",December,31/12/21,54145839000,6045000000,26.76,0.787,28.46,2.2,0.033,2.537,15.25,0.167,0.304,0.0578,0.0725,12213000000,6159000000,2.537,-0.996,-0.087,98.41,26.76,19.38,4.434,2.376,4.537,10.8,0.286,73.32,52.09,61.73,60.71,797435000,28/12/21,9/3/22
